trial_id,name,condition,environment,scenario,mean_attention_l,mean_attention_cmd_vel,secs,nsecs,trial_start,timeout_time,trial_name,trial_number,num_actors,robot_start_position,robot_start_orientation,robot_goal_position,robot_goal_orientation,dist_to_target,min_dist_to_target,min_dist_to_ped,robot_on_person_intimate_dist_violations,person_on_robot_intimate_dist_violations,robot_on_person_personal_dist_violations,person_on_robot_personal_dist_violations,robot_on_person_collisions,person_on_robot_collisions,obj_collisions,path_length,path_irregularity,time_not_moving,time_in_personal_space,minimum_time_to_collision,movement_jerk,global_plan
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,786633014,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,806632995,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,806632995,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,826632976,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,826632976,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,826632976,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,846632957,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,846632957,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,866632938,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1725369866526,navstack,frontal,HandCrafted,,,1725369876,866632938,"builtin_interfaces.msg.Time(sec=1725369876, nanosec=426633119)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","12.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",23.0,23.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7976931348623157e+308,0.0,
