trial_id,name,condition,environment,scenario,mean_attention_l,mean_attention_cmd_vel,secs,nsecs,trial_start,timeout_time,trial_name,trial_number,num_actors,robot_start_position,robot_start_orientation,robot_goal_position,robot_goal_orientation,dist_to_target,min_dist_to_target,min_dist_to_ped,robot_on_person_intimate_dist_violations,person_on_robot_intimate_dist_violations,robot_on_person_personal_dist_violations,person_on_robot_personal_dist_violations,robot_on_person_collisions,person_on_robot_collisions,obj_collisions,path_length,path_irregularity,time_not_moving,time_in_personal_space,minimum_time_to_collision,movement_jerk,global_plan
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303659,308505296,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,8.859355926513672,0,0,0,0,0,0,0,1.5687963905694574e-30,0.0,68.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303660,888507366,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,8.51404857635498,0,0,0,0,0,0,0,1.6175366181342124e-30,0.0,70.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303663,328509807,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,8.129343032836914,0,0,0,0,0,0,0,1.6648573187209144e-30,0.0,72.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303665,628505229,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,7.74558687210083,0,0,0,0,0,0,0,1.7126512263134835e-30,0.0,74.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303668,68507671,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,7.187845706939697,0,0,0,0,0,0,0,1.7850518982111375e-30,0.0,77.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303670,468508958,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,6.798177719116211,0,0,0,0,0,0,0,1.8328458058037066e-30,0.0,79.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303672,828509807,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,6.438931941986084,0,0,0,0,0,0,0,1.8811129204021426e-30,0.0,81.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303675,228503465,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,5.859457015991211,0,0,0,0,0,0,0,1.9525671782880626e-30,0.0,84.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303677,568507671,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,5.476416110992432,0,0,0,0,0,0,0,2.0008342928864987e-30,0.0,87.0,0.0,1.7976931348623157e+308,0.0,
0,navstack-1719303660243,navstack,Door_Passing,HandCrafted,,,1719303679,968508958,"builtin_interfaces.msg.Time(sec=1719303589, nanosec=968508958)",120.0,Handcrafted_LabStudy,1,1,"-11.0,-0.0,0.5","-0.0,0.0,-0.0,-1.0","11.0,-0.0,0.0","-0.0,0.0,-0.0,-1.0",22.0,22.0,5.1161627769470215,0,0,0,0,0,0,0,2.0486282004790677e-30,0.0,89.0,0.0,1.7976931348623157e+308,0.0,
